"lang"
{ 
	"Language" "finnish" 
	"Tokens" 
	{
		"dac_ability_autoattack"												"Autoattack"
		"dac_ability_granny_lizard_bazooka_description"								"<i>LOHIKÄÄRMEIDEN LIITTOUMAN AVAAMA</i>: Mortimer sylkee {s:projectile_count} tulipalloa {s:cast_range} ruudun säteellä oleviin vihollisiin. Jokainen tulipallo tekee {s:damage} vahinkoa kaikille {s:impact_radius} ruudun säteellä osumakohdasta oleville vihollisille ja sytyttää ne palamaan {s:burn_duration} sekunniksi."
		"dac_ability_granny_lizard_bazooka_lore"									"Haluatko siis kertoa tuolle rouvalle, ettei tuo olento ole lohikäärme? – <i>Grek, joka ei ole huolissaan aitoudesta</i>"

		// UNDERLORDS

		"dac_ability_underlord_scales"												"Skaalautuu underlordin mukaan"

		"dac_ability_anessix_summon_companions"										"Anessix's Demon Pals"
		"dac_ability_anessix_summon_companions_description"							"Anessix kutsuu demonijoukkionsa. Jos molemmat demonit on kuolleita, se kutsuu niitä uudelleen."
		"dac_ability_anessix_summon_companions_lore"								"Demon Palin tarina"

		"dac_ability_anessix_summon_golem"											"Summon Demonic Golem"
		"dac_ability_anessix_summon_golem_description"								"Anessix kutsuu demonisen golemin, joka murskaa vihollislinjojen takana ja tainnuttaa jokaisen vihollisen 2 ruudun säteellä 2 sekunniksi."
		"dac_ability_anessix_summon_golem_lore"										"Demonic Golemin tarina"

		"dac_ability_anessix_passive"												"Passiivinen kyky"
		"dac_ability_anessix_passive_description"									"Anessix kutsuu kumppanin taistelemaan vierellään."

		"dac_ability_anessix_companion_archer_passive"								"Critical Strike"
		"dac_ability_anessix_companion_archer_passive_description"					"PASSIIVINEN: Demon Archerilla on {s:chance} % mahdollisuus jakaa vihollisille {s:bonus} % kriittistä osumaa joka hyökkäyksessä."
		"dac_ability_anessix_companion_archer_passive_lore"							"Demon Palin tarina"

		"dac_ability_anessix_pure_pain"												"Pure Pain"
		"dac_ability_anessix_pure_pain_description"									"Anessix hyökkää satunnaisen vihollisen kimppuun ja tekee {s:damage} puhdasta vahinkoa joka sekunti {s:duration} sekunnin ajan."
		"dac_ability_anessix_pure_pain_description_perlevel"						"Anessix hyökkää satunnaisen vihollisen kimppuun ja tekee {s:damage} puhdasta vahinkoa joka sekunti {s:duration} sekunnin ajan."
		"dac_ability_anessix_pure_pain_lore"										"Pure Painin tarina"

		"dac_ability_anessix_martyrs_boon"											"Martyr's Boon"
		"dac_ability_anessix_martyrs_boon_description"								"Anessix ottaa vahinkoa {s:selfdmg} % enimmäisterveydestään. Kaikki liittolaiset paranevat {s:regen} pisteellä sekunnissa seuraavien {s:duration} sekunnin ajan."
		"dac_ability_anessix_martyrs_boon_description_perlevel"						"Anessix ottaa vahinkoa {s:selfdmg} % enimmäisterveydestään. Kaikki liittolaiset paranevat {s:regen} pisteellä sekunnissa seuraavien {s:duration} sekunnin ajan."
		"dac_ability_anessix_martyrs_boon_lore"										"Martyr's Boonen tarina"

		"dac_ability_anessix_enthrall"												"Enthrall"
		"dac_ability_anessix_enthrall_description"									"Anessix merkitsee hyökkäyskohteen {s:target_duration} sekunniksi, vähentää kohteen panssaria {s:armor_reduction} ja pakottaa armeijasi hyökkäämään sen kimppuun. Jos kohde kuolee, Anessix tuo sen takaisin demonina taistelemaan puolestaan."
		"dac_ability_anessix_enthrall_description_lore"								"Enthrallin tarina"

		"dac_ability_demon_warrior_bash"											"Warrior Bash"
		"dac_ability_demon_warrior_bash_description"								"Anessixen kumppanilla on {s:bash_chance} % mahdollisuus tainnuttaa vihollisensa {s:bash_duration} sekunniksi ja tehdä {s:bonus_chance_damage} lisävahinkoa."
		"dac_ability_demon_warrior_bash_lore"										"Enthrallin tarina"

		"dac_ability_hobgen_passive"												"Passiivinen kyky"
		"dac_ability_hobgen_passive_description"									"Hobgenin hyökkäykset sytyttävät viholliset palamaan 3 sekunniksi."

		"dac_ability_hobgen_explosivo"												"Explosivo!"
		"dac_ability_hobgen_explosivo_description"									"Hobgen heittää kohteeseen tulipallon, joka tekee {s:damage_base} vahinkoa tasaisesti kaikille viereisille kohteille ja sytyttää ne kaikki palamaan."
		"dac_ability_hobgen_explosivo_description_perlevel"							"Hobgen heittää kohteeseen tulipallon, joka tekee {s:damage_base} vahinkoa tasaisesti kaikille viereisille kohteille ja sytyttää ne kaikki palamaan."
		"dac_ability_hobgen_explosivo_description_lore"								"Explosivo!:n tarina "

		"dac_ability_hobgen_supercharged"											"Super-Charged"
		"dac_ability_hobgen_supercharged_description"								"Hobgen superlataa lähimmän liittolaisensa, sytyttää sen palamaan ja antaa sille {s:aspd} hyökkäysnopeutta."
		"dac_ability_hobgen_supercharged_description_perlevel"						"Hobgen superlataa lähimmän liittolaisensa, sytyttää sen palamaan ja antaa sille {s:aspd} hyökkäysnopeutta."
		"dac_ability_hobgen_supercharged_description_lore"							"Superchargedin tarina "

		"dac_ability_hobgen_airstrike"												"Friendly Fire"
		"dac_ability_hobgen_airstrike_description"									"Hobgenin kaverit heittävät taistelukentälle {s:strikes} pommia, jotka tekevät {s:damage} vahinkoa vihollisille, joihin räjähdys osuu. Räjähdyksen vaikutusalueelle osuneet viholliset ottavat puolikkaan vahinkoa."
		"dac_ability_hobgen_airstrike_description_lore"								"Friendly Firen tarina "

		"dac_ability_hobgen_letsgocrazy"											"Let's Go Crazy"
		"dac_ability_hobgen_letsgocrazy_description"								"Hobgenin hyökkäys yltää nyt koko taistelukentälle, ja koko armeijasi saa {s:aspd} hyökkäysnopeutta. Hobgen voi jatkuvasti vaihtaa kohdetta yksiköihin, jotka eivät pala."
		"dac_ability_hobgen_letsgocrazy_description_perlevel"						"Hobgenin hyökkäys yltää nyt koko taistelukentälle, ja koko armeijasi saa {s:aspd} hyökkäysnopeutta. Hobgen voi jatkuvasti vaihtaa kohdetta yksiköihin, jotka eivät pala."
		"dac_ability_hobgen_letsgocrazy_description_lore"							"Let's Go Crazyn tarina "

		"dac_ability_demon_warrior_protect"											"Warrior Protect"
		"dac_ability_demon_warrior_protect_description"								"Demoni suojelee Anessixia ja estää kaukohyökkäykset sitä vastaan."
		"dac_ability_demon_warrior_protect_description_lore"						"Warrior Protectin tarina"

		"dac_ability_jull_passive"													"Passiivinen kyky"
		"dac_ability_jull_passive_description"										"Jull saa {s:armor_per_enemy} panssaria jokaista viereistä vihollista kohti."

		"dac_ability_jull_beeftron"													"Shake It Off"
		"dac_ability_jull_beeftron_description"										"Jull heijastaa {s:melee_reflect_pct} % otetusta lähitaisteluvahingosta takaisin kaikille viereisille vihollisille ja parantuu {s:melee_heal_pct} %:lla lähitaisteluvahingosta ja {s:ranged_heal_pct} % kaukotaisteluvahingosta, joka on otettu viimeisen {s:melee_reflect_window} sekunnin aikana."
		"dac_ability_jull_beeftron_lore"											"Beeftronin tarina"

		"dac_ability_jull_punchtron"												"Wallop"
		"dac_ability_jull_punchtron_description"									"Jull lyö nykyistä vihollistaan, tekee {s:punch_damage} vahinkoa ja työntää ne {s:punch_distance} ruudun päähän nykyisestä paikastaan. Matkan varrella olevat viholliset tainnutetaan {s:stun_duration} sekunniksi ja siirretään. Jos vihollinen osuu pelilaudan reunaan, se ottaa uudelleen vahinkoa."
		"dac_ability_jull_punchtron_lore"											"Punchtronin tarina"

		"dac_ability_jull_barrelsoffun"												"Barrels of Fun"
		"dac_ability_jull_barrelsoffun_description"									"Jull kutsuu tynnyreitä pelilaudan reunoilta. Jos ne osuvat liittolaiseen, se saa {s:attack_speed_buff_pct} hyökkäysnopeutta. Jos ne osuvat viholliseen, se ottaa {s:barrel_dmg} fyysistä vahinkoa ja saa {s:damage_taken_debuff_pct} % enemmän loitsu- ja fyysistä vahinkoa koko lopputaistelun ajan."
		"dac_ability_jull_barrelsoffun_lore"										"Barrels of Funin tarina"

		"dac_ability_jull_happyhour"												"Happy Hour"
		"dac_ability_jull_happyhour_description"									"Jull tarjoaa kierroksen kaikille armeijasi sankareille. Kun se ottaa vahinkoa, {s:damage_distributed_pct} % otetusta vahingosta saadaan heti, loput otetaan {s:damage_distributed_duration} sekunnin aikana."
		"dac_ability_jull_happyhour_lore"											"Happy Hourin tarina"
	}
}
