"lang"
{ 
	"Language" "portuguese" 
	"Tokens" 
	{
		"dac_ability_autoattack"												"Ataque Automático"
		"dac_ability_earth_spirit_element_lore"										"O que eu não dava para ver o Wukong a lutar com aquele gajo na arena… - <i>Grek, caçador de talentos e sonhador</i>"

		// VOID SPIRIT
		"dac_ability_void_spirit_dissimilate"										"Dissimilação"
		"dac_ability_void_spirit_dissimilate_description"							"O Espírito do Vazio desaparece e cria 3 portais. Após {s:disappear_duration}s, ele sai de um dos portais e causa {s:bonus_damage} de dano a inimigos a {s:damage_distance} espaço de distância, removendo-lhes {s:armor_reduction} de armadura durante {s:armor_reduction_duration}s."
		"dac_ability_void_spirit_dissimilate_lore"									"Ele deve ter uma boa razão para ter parado de se esconder. Descobre porquê. - <i>Anessix à procura de mais um segredo</i>"

		"dac_ability_void_spirit_element"											"Elemental do Vazio"
		"dac_ability_void_spirit_element_description"								"PASSIVA: Quando o Espírito do Vazio executa um Ataque Delta, os efeitos passivos dos inimigos afetados são suprimidos."
		"dac_ability_void_spirit_element_lore"										"Tem muito cuidado com este, Slark.  - <i>Jull a dar conselhos de amigo</i>"

		// GRANNY LIZARD
		"dac_ability_granny_lizard_shotgun_blast"									"Bom Velho Bacamarte"
		"dac_ability_granny_lizard_shotgun_blast_description"						"Após 4 ataques normais, Snapfire prepara o seu bacamarte e dispara, causando {s:blast_damage} de dano na área à sua frente e reduzindo a velocidade de ataque das unidades afetadas em {s:blast_bonus_attack_speed}. O efeito dura {s:debuff_duration}s. Se ela estiver a 3 estrelas, as unidades afetadas também perdem {s:blast_armor_loss} de armadura."
		"dac_ability_granny_lizard_shotgun_blast_lore"								"Os Keen sempre tiveram um talento brilhante para a guerra, e a guerra é o meu ofício. Talvez haja aqui uma oportunidade de negócio. - <i>Quiet, investidora privada</i>"

		"dac_ability_granny_lizard_bazooka"											"Beijos do Mortimer"
		"dac_ability_granny_lizard_bazooka_description"								"<i>DESBLOQUEADA PELA ALIANÇA DE DRAGÕES</i>: Mortimer cospe {s:projectile_count} gosmas a inimigos. Cada gosma causa {s:damage} de dano a todos os inimigos a {s:impact_radius} espaço de distância do impacto, deixa-os a arder durante {s:burn_duration}s e faz com que percam {s:attack_slow} de velocidade de ataque durante {s:attack_slow_duration}s."
		"dac_ability_granny_lizard_bazooka_lore"									"O quê, queres mesmo dizer à senhora que aquele bicho não é um dragão? - <i>Grek, nunca preocupado com a autenticidade</i>"

		// MANGO TREE
		"dac_ability_mango_tree_mango_throw"										"Mangas Maduras"
		"dac_ability_mango_tree_mango_throw_description"							"No início do combate e a cada {s:mango_production_interval}s depois disso, a Árvore de Mangas deixa cair uma manga dentro de até {s:radius} espaços de distância. Qualquer unidade que tocar numa manga irá comê-la, ganhando 50 de mana e 100 de vida."
		"dac_ability_mango_tree_mango_throw_lore"									"Não olhes para mim assim, é só fruta - <i>Anessix a lutar desesperadamente contra estereótipos</i>"

		// UNDERLORDS

		"dac_ability_underlord_scales"												"Valores aumentam com o nível do Underlord"

		"dac_ability_anessix_summon_companions"										"Lacaios Demoníacos"
		"dac_ability_anessix_summon_companions_description"							"Anessix invoca os seus lacaios demoníacos. Se ambos morrerem, ela irá invocá-los novamente."
		"dac_ability_anessix_summon_companions_lore"								"Vale sempre a pena conhecer muita gente... - <i>Anessix e os seus contactos no submundo</i>"

		"dac_ability_anessix_summon_golem"											"Invocar Golem Demoníaco"
		"dac_ability_anessix_summon_golem_description"								"Anessix invoca um Golem Demoníaco, que atordoa todos os inimigos a 2 espaços de distância do local de impacto durante 2 segundos."
		"dac_ability_anessix_summon_golem_lore"										"Oh, mas eu nunca te mataria... é para isso que servem os meus ajudantes. - <i>Anessix, de moral duvidosa</i>"

		"dac_ability_anessix_passive"												"Habilidade Passiva"
		"dac_ability_anessix_passive_description"									"Anessix invoca um companheiro para lutar ao seu lado."

		"dac_ability_anessix_companion_archer_passive"								"Golpe Crítico"
		"dac_ability_anessix_companion_archer_passive_description"					"PASSIVA: O Demónio Arqueiro tem uma probabilidade de {s:chance}% de causar um golpe crítico ({s:bonus}% de dano) com cada ataque."
		"dac_ability_anessix_companion_archer_passive_lore"							"Os meus sócios sabem como tornar as coisas desagradáveis. - <i>Anessix, opressora delicada</i>"

		"dac_ability_anessix_pure_pain"												"Dor Pura"
		"dac_ability_anessix_pure_pain_description"									"Anessix seleciona um inimigo aleatório como alvo, causando {s:damage} de dano puro por segundo, durante {s:duration} segundos."
		"dac_ability_anessix_pure_pain_description_perlevel"						"Anessix seleciona um inimigo aleatório como alvo, causando {s:damage} de dano puro por segundo, durante {s:duration} segundos."
		"dac_ability_anessix_pure_pain_lore"										"Vais contar-me o que preciso saber... - <i>Anessix, sempre muito simpática</i>"

		"dac_ability_anessix_martyrs_boon"											"Bênção da Mártir"
		"dac_ability_anessix_martyrs_boon_description"								"Anessix sofre dano igual a {s:selfdmg}% da sua vida máxima e cura {s:regen} de vida por segundo a todos os aliados durante {s:duration} segundos."
		"dac_ability_anessix_martyrs_boon_description_perlevel"						"Anessix sofre dano igual a {s:selfdmg}% da sua vida máxima e cura {s:regen} de vida por segundo a todos os aliados durante {s:duration} segundos."
		"dac_ability_anessix_martyrs_boon_lore"										"A minha bondade é proporcional à minha crueldade.  - <i>Anessix, chefe benevolente</i>"

		"dac_ability_anessix_enthrall"												"Encantamento Demoníaco"
		"dac_ability_anessix_enthrall_description"									"Anessix marca um alvo durante {s:target_duration}s, removendo-lhe {s:armor_reduction} de armadura e obrigando o seu exército a atacá-lo. Se o alvo morrer, Anessix ressuscita-o sob a forma de um demónio para lutar do lado dela."
		"dac_ability_anessix_enthrall_description_lore"								"Tu agora pertences-me. - <i>Anessix a aumentar o seu exército à força</i>"

		"dac_ability_demon_warrior_bash"											"Pancada Bélica"
		"dac_ability_demon_warrior_bash_description"								"O Brutamontes tem uma probabilidade de {s:bash_chance}% de atordoar o seu alvo durante {s:bash_duration}s e de causar mais {s:bonus_chance_damage} de dano."
		"dac_ability_demon_warrior_bash_lore"										"Se queres ver Anessix, vais ter de passar por mim primeiro... - <i>Brutamontes Bestial, servo demoníaco</i>"

		"dac_ability_hobgen_passive"												"Habilidade Passiva"
		"dac_ability_hobgen_passive_description"									"Ataques de Hobgen incendeiam as unidades inimigas por 3 segundos."

		"dac_ability_hobgen_explosivo"												"Explosivo!"
		"dac_ability_hobgen_explosivo_description"									"Hobgen lança uma bola de fogo a um alvo que causa {s:damage_base} de dano dividido entre todos os inimigos adjacentes, para além de os incendiar."
		"dac_ability_hobgen_explosivo_description_perlevel"							"Hobgen lança uma bola de fogo a um alvo que causa {s:damage_base} de dano dividido entre todos os inimigos adjacentes, para além de os incendiar."
		"dac_ability_hobgen_explosivo_description_lore"								"Vamos lá mandar qualquer coisa pelos ares. - <I>Hobgen, demolidor amador</i>"

		"dac_ability_hobgen_supercharged"											"Super-Energizado"
		"dac_ability_hobgen_supercharged_description"								"O aliado mais próximo de Hobgen fica Super-Energizado (a arder e com mais {s:aspd} de velocidade de ataque)."
		"dac_ability_hobgen_supercharged_description_perlevel"						"O aliado mais próximo de Hobgen fica Super-Energizado (a arder e com mais {s:aspd} de velocidade de ataque)."
		"dac_ability_hobgen_supercharged_description_lore"							"Por vezes, as pessoas só precisam que lhes aticem as chamas da motivação - <i>Hobgen, a atiçar um fogo a sério</i>"

		"dac_ability_hobgen_airstrike"												"Fogo Amigável"
		"dac_ability_hobgen_airstrike_description"									"Os amigos de Hobgen lançam {s:strikes} bombas para o campo de batalha, causando {s:damage} de dano a inimigos atingidos pelas explosões."
		"dac_ability_hobgen_airstrike_description_lore"								"Queimem tudo! - <i>Hobgen, piromaníaco louco</i>"

		"dac_ability_hobgen_letsgocrazy"											"Hora da Loucura"
		"dac_ability_hobgen_letsgocrazy_description"								"Os ataques de Hobgen agora alcançam o campo de batalha todo e o exército recebe {s:aspd} de velocidade de ataque. Hobgen irá alternar continuamente os ataques entre inimigos que não estejam a arder."
		"dac_ability_hobgen_letsgocrazy_description_perlevel"						"Os ataques de Hobgen agora alcançam o campo de batalha todo e o exército recebe {s:aspd} de velocidade de ataque. Hobgen irá alternar continuamente os ataques entre inimigos que não estejam a arder."
		"dac_ability_hobgen_letsgocrazy_description_lore"							"Então... queres que eu seja o mau da fita, hã? Tudo bem. - <i>quando a negociação do Hobgen com o Enno começa a correr mal</i>"

		"dac_ability_demon_warrior_protect"											"Proteção Bélica"
		"dac_ability_demon_warrior_protect_description"								"O demónio vai proteger a Anessix, bloqueando ataques de longo alcance contra ela."
		"dac_ability_demon_warrior_protect_description_lore"						"Fica perto de mim, querido... anda gente indesejável por aí. - <i>Anessix enquanto passeia nas ruas de Torre Branca</i>"

		"dac_ability_jull_passive"													"Habilidade Passiva"
		"dac_ability_jull_passive_description"										"Jull ganha {s:armor_per_enemy} de armadura por cada unidade adjacente, aliada ou inimiga."

		"dac_ability_jull_beeftron"													"Não Senti Nada"
		"dac_ability_jull_beeftron_description"										"Jull retorna {s:melee_reflect_pct}% do dano corpo a corpo sofrido a todos os inimigos adjacentes. Cura {s:melee_heal_pct}% do dano corpo a corpo e {s:ranged_heal_pct}% do dano à distância sofrido durante os últimos {s:melee_reflect_window} segundos."
		"dac_ability_jull_beeftron_lore"											"Eu... não serei... derrotado! - <i>Jull a mostrar a sua determinação face à tortura</i>"

		"dac_ability_jull_punchtron"												"Pancada"
		"dac_ability_jull_punchtron_description"									"Jull dá um murro no seu inimigo, causando {s:punch_damage} de dano e empurrando-o {s:punch_distance} espaços para trás. Inimigos no caminho são atordoados durante {s:stun_duration} segundo e movidos. Se o inimigo atingir a borda do tabuleiro, sofre dano novamente."
		"dac_ability_jull_punchtron_lore"											"Anda, Tusk. Já se passou demasiado tempo. - <i>Velhos amigos a ajustar contas passadas</i>"

		"dac_ability_jull_barrelsoffun"												"Barrilada de Riso"
		"dac_ability_jull_barrelsoffun_description"									"Jull ordena um lançamento de barris da borda do tabuleiro. Aliados atingidos ganham {s:attack_speed_buff_pct} de velocidade de ataque, enquanto inimigos atingidos sofrem {s:barrel_dmg} de dano físico e mais {s:damage_taken_debuff_pct}% de dano mágico e físico até ao fim da luta."
		"dac_ability_jull_barrelsoffun_lore"										"Não tenho prazer nenhum em destruir o meu próprio produto, mas por vezes é preciso fazer sacrifícios. - <i>Jull a decidir improvisar</i>"

		"dac_ability_jull_happyhour"												"Happy Hour"
		"dac_ability_jull_happyhour_description"									"Jull paga uma rodada a todos os membros do seu exército. Quando sofrerem dano, {s:damage_distributed_pct}% do dano será recebido imediatamente e o resto ao longo de {s:damage_distributed_duration}s."
		"dac_ability_jull_happyhour_lore"											"Amigos! Esta noite, as bebidas são por minha conta! - <i> anuncia Jull, proprietário da Lua Rachada</i>"

		"dac_ability_enno_poison_spin"												"Rodopio da Morte"
		"dac_ability_enno_poison_spin_description"									"Enno dá um salto no ar e dispara um dardo venenoso a até {s:target_count} inimigos que estejam dentro de até {s:range} espaços de distância, aplicando uma acumulação de Veneno a cada um e causando {s:damage} de dano físico por acumulação."
		"dac_ability_enno_poison_spin_lore"											"Não se deixem enganar pelo tamanho dele… Enno é mais perigoso do que aparenta. – <i>Jull enquanto se prepara para visitar as Tocas</i>"

		"dac_ability_enno_escape_artist"											"Mestre da Fuga"
		"dac_ability_enno_escape_artist_description"								"Quando Enno ficar com menos de {s:escape_health_pct_1}/{s:escape_health_pct_2}/{s:escape_health_pct_3}% de vida pela primeira vez num combate, ele escapa numa nuvem de fumo, purgando todos os efeitos negativos que ele tiver e reaparecendo noutra parte do tabuleiro. Inimigos adjacentes a Enno quando ele aterrar ficam atordoados durante {s:stun_duration}s."
		"dac_ability_enno_escape_artist_lore"										"Alguém que apanhe aquele minorca e o mate! – <i>Hobgen, terrivelmente irritado</i>"

		"dac_ability_enno_steal"													"Meu!"
		"dac_ability_enno_steal_description"										"Enno rouba o item de classe mais baixa do exército inimigo no início do combate. Sempre que um inimigo morrer, Enno irá roubar-lhe o item equipado se for melhor que o dele. Todos os itens voltam aos respetivos donos no fim do combate."
		"dac_ability_enno_steal_lore"												"Olha, eu sou a Senhora dos Segredos, não faço milagres. Se o Enno te roubou alguma coisa, não a vais ver até ele se fartar dela. – <i>Anessix, sempre de olho na sua mala</i>"

		"dac_ability_enno_airbrawl"													"Ofensiva Total!"
		"dac_ability_enno_airbrawl_description"										"Enno lança uma Ofensiva Total contra todos os inimigos, aplicando-lhes {s:stacks} acumulações de Veneno, causando-lhes {s:fight_damage} de dano físico e atordoando-os durante {s:land_stun_duration}s."
		"dac_ability_enno_airbrawl_lore"											"TIREM-ME ESTE SACANA PELUDO DE CIMA DE MIM! – <i>Hobgen a aprender uma lição sobre humildade</i>"


		// **** New Rotation

		// VENGEFULSPIRIT
		"dac_ability_vengefulspirit_wave_of_terror"								"Onda de Terror"
		"dac_ability_vengefulspirit_wave_of_terror_Description"					"A Alma Vingativa solta um grito malévolo numa linha reta, causando {s:projectile_damage} de dano a inimigos no caminho e removendo-lhes {s:armor_loss} de armadura durante {s:duration}s."
		"dac_ability_vengefulspirit_wave_of_terror_Lore"									"Acredita, eu sei umas quantas coisas sobre vingança... se me ajudares a conquistar Torre Branca, eu prometo-te que Torre Branca vai ajudar-te a enfrentar Imperia. - <i>Hobgen a fazer um acordo</i>"
		"dac_ability_vengefulspirit_3star"										"Alma Vingativa: Efeito ★★★"
		"dac_ability_vengefulspirit_3star_Description"							"Quando a Alma Vingativa morre, ela causa {s:damage} de dano a todos os inimigos dentro de até {s:radius} espaços de distância."

		// MEEPO
		"dac_ability_meepo_poof"												"Puf!"
		"dac_ability_meepo_poof_Description"									"O Meepo teletransporta-se para um inimigo aleatório, causando {s:damage} de dano a todas as unidades inimigas adjacentes."		
		"dac_ability_meepo_poof_Lore"									"Não vás atrás dele nas Tocas. Se o Enno o estiver a proteger, não vais voltar vivo. - <i>Jull a decidir que é melhor deixar um batoteiro escapar desta vez</i>"
		"dac_ability_meepo_divided_we_stand"									"Divididos Venceremos"
		"dac_ability_meepo_divided_we_stand_Description"						"Sempre que o Meepo usar uma habilidade, ele cria uma cópia dele próprio com a mesma quantidade de vida que ele tiver nesse momento. Se o Meepo ou um dos seus clones morrer, todos os Meepos morrem."
		"dac_ability_meepo_divided_we_stand_Lore"									"Vossa Majestade, o Meepo 2 está a tentar organizar um jogo de dados outra vez. Tendes a certeza de que é seguro conceder-lhes asilo nas Tocas? - <i>YipYip a demonstrar preocupação sobre os convidados do seu mestre</i>"
		"dac_ability_meepo_3star"												"Meepo: Efeito ★★★"
		"dac_ability_meepo_3star_Description"									"Os clones do Meepo também copiam o item dele."
 									
		// SPIRIT BREAKER
		"dac_ability_spirit_breaker_charge_of_darkness"							"Investida da Escuridão"
		"dac_ability_spirit_breaker_charge_of_darkness_Description"				"O Quebra-Espíritos corre na direção de um inimigo distante, causando {s:damage} de dano e atordoando tanto o alvo como todos os inimigos no caminho durante {s:stun_duration} segundos."
		"dac_ability_spirit_breaker_charge_of_darkness_Lore"									"Fica de olho naquele... Quero saber porque é que ele está aqui. - <i>Hobgen, que não gosta de estar às escuras</i>"
		"dac_ability_spirit_breaker_3star"										"Efeito ★★★"
		"dac_ability_spirit_breaker_3star_Description"							"Os ataques do Quebra-Espíritos têm uma probabilidade de {s:bash_chance}% de causar mais {s:damage} de dano e atordoar o alvo durante {s:bash_duration} segundos."

		// SPECTRE
		"dac_ability_spectre_spectral_dagger"									"Punhal Espectral"
		"dac_ability_spectre_spectral_dagger_Description"						"Spectre lança um punhal contra um herói inimigo, causando {s:damage} de dano e criando um caminho sombrio que abranda a velocidade de movimento de inimigos em {s:move_slow_pct} e a velocidade de ataque em {s:attack_slow} durante {s:path_duration}s. Spectre avança para atacar o alvo e ganha {s:bonus_aspd} de velocidade de ataque e mais {s:bonus_move_pct}% de velocidade de movimento durante {s:speed_duration}s, para além de poder atravessar unidades."
		"dac_ability_spectre_spectral_dagger_Lore"									"Para ti, o teu passado é um mistério... para mim, é perfeitamente claro. Se me servires, dar-te-ei as respostas que procuras. - <i>Turath, culto de personalidade </i>"
		"dac_ability_spectre_3star"												"Spectre: Efeito ★★★"
		"dac_ability_spectre_3star_Description"									"Enquanto Spectre estiver viva, sempre que um Demónio usar um feitiço, todos os Demónios aliados irrompem em chamas e envolvem os seus alvos em fogo, causando {s:damage} de dano numa área ampla e incendiando unidades atingidas."

		// DEATH PROPHET
		"dac_ability_death_prophet_exorcism"									"Exorcismo"
		"dac_ability_death_prophet_exorcism_Description"						"A Profetisa da Morte liberta até {s:number} espíritos malignos durante {s:spirit_duration}s que deambulam pelo campo de batalha num raio de {s:radius} espaços, causando {s:damage} de dano a inimigos que atravessarem. Os espíritos depois regressam à Profetisa da Morte, curando-lhe {s:heal_percent}% do dano causado."
		"dac_ability_death_prophet_exorcism_Lore"									"Com criminosos eu sei lidar. Mas agora, com mortos? Isso já não é da minha área. - <i>Jull a perguntar-se como matar aquilo que já está morto</i>"

		// PANGOLIER
		"dac_ability_pangolier_shield_crash"									"Escudo Estrondoso"
		"dac_ability_pangolier_shield_crash_Description"						"O Pangolier dá um salto no ar e bate violentamente no chão, causando {s:damage} de dano a todos os inimigos a {s:radius} espaço de distância e ganhando {s:reduction_pct_per_enemy}% de redução de dano por inimigo durante {s:duration}s. Depois do salto, todos os inimigos dentro do alcance irão atacar o Pangolier."
		"dac_ability_pangolier_shield_crash_Lore"									"Pensando bem, seria melhor instalar o lustre depois do Donté sair da cidade... - <i>Jull, remodelador prevenido</i>"

		// RUBICK
		"dac_ability_rubick_fade_bolt"											"Raio Enfraquecedor"
		"dac_ability_rubick_fade_bolt_Description"								"Rubick cria uma corrente poderosa de energia arcana que atinge um alvo e ressalta mais {s:jumps} vezes, causando {s:damage} de dano e reduzindo o dano dos ataques dos alvos atingidos em {s:damage_reduction_pct}% durante {s:duration}s."
		"dac_ability_rubick_fade_bolt_Lore"									"Estamos destinados a trabalhar juntos, Rubick. Ambos somos imprevisíveis. - <i>Hobgen a tentar convencer de forma questionável</i>"
		"dac_ability_rubick_spell_steal"										"Roubar Feitiço"
		"dac_ability_rubick_spell_steal_Description"							"PASSIVA: Sempre que um inimigo dentro de até {s:radius} espaços de distância lançar um feitiço, Rubick irá lançar uma cópia desse feitiço no seu nível de estrelas atual." 
		"dac_ability_rubick_spell_steal_Lore"									"Com o teu poder e os meus recursos, nada poderá parar-nos. - <i>Anessix a lisonjear o Grande Magus</i>"
		
		// WRAITH KING
		"dac_ability_wraith_king_wraithfire_blast"								"Explosão Espectral"
		"dac_ability_wraith_king_wraithfire_blast_Description"					"O Rei Espectral queima um inimigo dentro de até {s:fallback_range} espaços de distância com fogo espectral, atordoando-o durante {s:stun_duration}s e causando-lhe {s:damage} de dano por segundo ao longo de {s:damage_duration}s."
		"dac_ability_wraith_king_wraithfire_blast_Lore"									"Eu quero uma audiência com o Rei Espectral... alguém que é tão bom a incendiar pessoas devia estar na minha lista de contactos. - <i>Hobgen respeita aqueles com interesses em comum</i>"
		"dac_ability_wraith_king_raise_dead"									"Despertar os Mortos"
		"dac_ability_wraith_king_raise_dead_Description"						"PASSIVA: Heróis que morrerem dentro de {s:range} espaços de distância do Rei Espectral irão originar zombies. Se Reis Espectrais de ambos os exércitos estiverem dentro do alcance, aquele que for aliado do herói morto irá invocar o zombie."
		"dac_ability_wraith_king_raise_dead_Lore"									"Ostarion, vamos fazer tantas coisas terrivelmente maravilhosas juntos. - <i>Anessix, de olho no poder</i>"


		// 3star abilities
		"dac_ability_3star"															"Efeito a 3 estrelas"

		"dac_ability_warlock_3star"													"Demonista: Efeito ★★★"
		"dac_ability_warlock_3star_Description"										"Enquanto o Demonista estiver vivo, ele irá impedir Demónios aliados de se silenciarem uns aos outros quando usarem habilidades."

		"dac_ability_razor_3star"													"Razor: Efeito ★★★"
		"dac_ability_razor_3star_Description"										"Sempre que o Razor atacar um inimigo, ele rouba {s:stolen_dmg} de dano de ataque ao alvo, até {s:max_stacks} vezes no máximo. Ao trocar de alvo, o Razor perde o dano que roubou, mas o alvo não o recupera."

		"dac_ability_chaos_knight_3star"											"Efeito ★★★"
		"dac_ability_chaos_knight_3star_Description"								"Enquanto o Cavaleiro do Caos estiver vivo, os Cavaleiros aliados serão sempre considerados como se estivessem adjacentes a um Cavaleiro aliado."

		"dac_ability_crystal_maiden_3star"											"Efeito ★★★"
		"dac_ability_crystal_maiden_3star_Description"								"Enquanto a Donzela Cristalina estiver viva, o tempo de recarga de habilidades de todos os aliados será reduzido em {s:cooldown_reduction}%."

		"dac_ability_terrorblade_3star"												"Aterrorizador: Efeito ★★★"
		"dac_ability_terrorblade_3star_Description"									"O Aterrorizador pode invocar energia demoníaca para ganhar +{s:damage_bonus_pct}% de dano puro contra Demónios inimigos. O bónus dura {s:duration}s sempre que isto acontecer."

		"dac_ability_tiny_3star"													"Rocha: Efeito ★★★"
		"dac_ability_tiny_3star_Description"										"Sempre que o Rocha lançar um inimigo, ele irá crescer, ganhando +{s:bonus_damage} de dano de ataque e +{s:bonus_armor} de armadura, mas perdendo {s:aspd_loss} de velocidade de ataque. Este efeito pode acumular-se até um máximo de {s:max_stacks} vezes."

		"dac_ability_luna_3star"													"Luna: Efeito ★★★"
		"dac_ability_luna_3star_Description"										"No momento em que a Luna mais precisar, Selemene bloqueia a luz num raio de {s:radius} espaços à volta da Luna e ataca inimigos com {s:beams} feixes de energia lunar (um a cada {s:beam_interval}s). Cada feixe causa {s:beam_damage} de dano, atordoa durante {s:beam_stun}s e cada inimigo só pode ser atingido por {s:hit_count} feixes no máximo."

		"dac_ability_dazzle_3star"													"Dazzle: Efeito ★★★"
		"dac_ability_dazzle_3star_Description"										"Dazzle abençoa todas as unidades aliadas a {s:never_die_range} espaço de distância, fazendo com que sobrevivam durante mais {s:never_die_duration} segundos após sofrerem um golpe fatal."

		"dac_ability_broodmother_3star"												"Matriarca: Efeito ★★★"
		"dac_ability_broodmother_3star_Description"									"Enquanto a Matriarca estiver viva, todas as Aranhinhas aliadas são invulneráveis."

		"dac_ability_pudge_3star"													"Pudge: Efeito ★★★"
		"dac_ability_pudge_3star_Description"										"Pudge ganha {s:bonus_health_per_death} de vida máxima e {s:magical_resistance}% de resistência a magia sempre que um inimigo morrer a {s:radius} espaço de distância dele."

		"dac_ability_viper_3star"													"Viper: Efeito ★★★"
		"dac_ability_viper_3star_Description"										"Viper executa um Ataque Viperino a cada {s:num_attacks} ataques. A unidade inimiga sofre {s:damage} de dano por segundo, perde {s:bonus_movement_speed}% de velocidade de movimento e perde {s:bonus_attack_speed} de velocidade de ataque. O efeito abrandante vai perdendo a eficácia ao longo da duração de {s:debuff_duration} segundos."

		"dac_ability_beastmaster_3star"												"Mestre das Feras: Efeito ★★★"
		"dac_ability_beastmaster_3star_Description"									"O Mestre das Feras sofre menos {s:damage_reduction}% do dano de unidades invocadas e é imune a efeitos mágicos causados por elas."

		"dac_ability_juggernaut_3star"												"Juggernaut: Efeito ★★★"
		"dac_ability_juggernaut_3star_Description"									"Enquanto o Juggernaut estiver vivo, todos os heróis aliados ganham {s:bonus_health_pct}% da vida máxima dele."

		"dac_ability_queenofpain_3star"												"Rainha da Dor: Efeito ★★★"
		"dac_ability_queenofpain_3star_Description"									"A Rainha da Dor terá a probabilidade de {s:evasion}% de se esquivar de ataques de inimigos que estejam dentro de até {s:radius} espaços de distância."

		"dac_ability_drow_ranger_3star"												"Arqueira Drow: Efeito ★★★"
		"dac_ability_drow_ranger_3star_Description"									"Os inimigos atingidos pelas flechas da Arqueira Drow perdem {s:move_speed_loss}% de velocidade de movimento e {s:attack_speed_loss} de velocidade de ataque. O efeito dura {s:slow_duration} segundos."

		"dac_ability_abaddon_3star"													"Abaddon: Efeito ★★★"
		"dac_ability_abaddon_3star_Description"										"Sempre que o Abaddon atacar um alvo {s:min_stacks} vezes seguidas, o alvo fica silenciado durante {s:silence_duration}s e o Abaddon ganha +{s:attack_speed} de velocidade de ataque contra ele. A duração é restaurada com cada ataque subsequente, mas o bónus desaparece se o Abaddon mudar de alvo."

		"dac_ability_bloodseeker_3star"												"Sanguinário: Efeito ★★★"
		"dac_ability_bloodseeker_3star_Description"									"O Sanguinário ganha o bónus de dano crítico do nível ativo atual da aliança Assassino, se disponível."

		"dac_ability_morphling_3star"												"Morfídeo: Efeito ★★★"
		"dac_ability_morphling_3star_Description"									"O Morfídeo ganha os bónus de todas as alianças inimigas ativas no tabuleiro, como se ele fosse um Campeão inimigo."

		"dac_ability_shadow_fiend_3star"											"Efeito ★★★"
		"dac_ability_Shadow_fiend_3star_Description"								"O Terror das Sombras ganha uma aura que remove {s:armor_reduction} de armadura a inimigos dentro de até {s:radius} espaços de distância."

		"dac_ability_magnataur_3star"												"Magnus: Efeito ★★★"
		"dac_ability_magnataur_3star_Description"									"Magnus ganha a habilidade Inversão de Polaridade. Ao usá-la, inimigos dentro de {s:radius} espaços de distância sofrem {s:damage} de dano e são atordoados durante {s:duration} segundo."

		"dac_ability_arc_warden_3star"												"Efeito ★★★"
		"dac_ability_arc_warden_3star_Description"									"As cópias do Guardião Voltaico copiam o item que ele tiver equipado."

		"dac_ability_bat_rider_3star"												"Morcegal: Efeito ★★★"
		"dac_ability_bat_rider_3star_Description"									"Napalm Pegajoso incendeia inimigos. Podes encontrar mais detalhes na descrição dessa habilidade."

		"dac_ability_nyx_assassin_3star"											"Assassino de Nyx: Efeito ★★★"
		"dac_ability_nyx_assassin_3star_Description"								"Vendeta pode ser usada mais frequentemente. Podes encontrar mais detalhes na descrição dessa habilidade."

		"dac_ability_shadow_demon_3star"											"Efeito ★★★"
		"dac_ability_shadow_demon_3star_Description"								"O Demónio das Sombras causa dano adicional por segundo ao alvo de Purgação Demoníaca. Podes encontrar mais detalhes na descrição dessa habilidade."

		"dac_ability_tusk_3star"													"Tusk: Efeito ★★★"
		"dac_ability_tusk_3star_Description"										"O Murro Morsal abranda inimigos durante mais tempo e reduz a velocidade de ataque e de movimento deles. Podes encontrar mais detalhes na descrição dessa habilidade."

		"dac_ability_venomancer_3star"												"Venomante: Efeito ★★★"
		"dac_ability_venomancer_3star_Description"									"As Sentinelas Pestilentas ficam imunes a magia."

		"dac_ability_weaver_3star"													"Tecedor: Efeito ★★★"
		"dac_ability_weaver_3star_Description"										"Os ataques do Tecedor queimam mana quando acaba de usar Shukuchi. Podes encontrar mais detalhes na descrição dessa habilidade."

		"dac_ability_bristleback_3star"												"Espinhoso: Efeito ★★★"
		"dac_ability_bristleback_3star_Description"									"Reduz o tempo de recarga de Rajada de Espinhos. Podes encontrar mais detalhes na descrição dessa habilidade."

		"dac_ability_earth_spirit_3star"											"Efeito ★★★"
		"dac_ability_earth_spirit_3star_Description"								"Poder Geomagnético atordoa inimigos. Podes encontrar mais detalhes na descrição dessa habilidade."

		"dac_ability_natures_prophet_3star"											"Efeito ★★★"
		"dac_ability_natures_prophet_3star_Description"								"Os Treants são invocados no lado do tabuleiro do adversário."

		"dac_ability_ogre_magi_3star"												"Ogre Magi: Efeito ★★★"
		"dac_ability_ogre_magi_3star_Description"									"O Ogre Magi tem a probabilidade de afetar dois alvos com a habilidade Sede de Sangue. Podes encontrar mais detalhes na descrição dessa habilidade."

		"dac_ability_slardar_3star"													"Slardar: Efeito ★★★"
		"dac_ability_slardar_3star_Description"										"O Slardar causa dano e atordoa o alvo depois de usar Neblina Corrosiva. Podes encontrar mais detalhes na descrição dessa habilidade."

		"dac_ability_windrunner_3star"												"Efeito ★★★"
		"dac_ability_windrunner_3star_Description"									"A Arqueira do Vento ganha evasão e imunidade a magia enquanto prepara o Disparo Poderoso. Podes encontrar mais detalhes na descrição dessa habilidade."

